Post ID,Platform,Post Date,Content Type,Impressions,Reach,Likes,Comments,Shares,Engagement Rate %,Engagement Rate,Content Type,Total Shares,Engagement Rate
POST-60538,Instagram,09/22/2025,Reel,"58,108","45,986","1,595",273,79,4.23%,3.35%,,,
POST-60539,Facebook,02/01/2025,Carousel,"39,598","27,591",554,546,240,4.86%,3.38%,,,
POST-60540,Instagram,07/04/2025,Reel,"13,315","8,634",386,17,54,5.29%,3.43%,,,
POST-60541,TikTok,10/05/2025,Reel,"205,114","63,793","2,285","1,498","1,133",7.71%,2.40%,,,
POST-60542,LinkedIn,09/13/2025,Text,"13,067","6,556",329,126,46,7.64%,3.83%,,,
POST-60543,LinkedIn,12/10/2025,Image,"14,564","6,240",222,92,92,6.51%,2.79%,,,
POST-60544,Instagram,08/24/2025,Video,"84,635","55,737","1,423",808,474,4.85%,3.20%,,,
POST-60545,LinkedIn,08/24/2024,Text,"10,273","5,654",175,43,45,4.65%,2.56%,,,
POST-60546,Twitter,06/06/2025,Video,"7,109","4,361",97,30,85,4.86%,2.98%,,,
POST-60547,Facebook,09/11/2024,Image,"26,436","17,632",724,287,323,7.57%,5.05%,,,
POST-60548,Facebook,07/12/2025,Image,"10,617","6,587",162,66,156,5.83%,3.62%,,,
POST-60549,Facebook,01/19/2024,Text,"25,704","17,953",558,191,450,6.68%,4.66%,,,
POST-60550,TikTok,09/03/2024,Reel,"280,933","189,679","7,795","5,204","4,138",9.03%,6.10%,,,
POST-60551,Instagram,10/28/2025,Reel,"68,366","35,477","1,826",351,194,6.68%,3.47%,,,
POST-60552,TikTok,04/03/2025,Reel,"335,088","169,663","15,633","2,559","6,680",14.66%,7.42%,,,
POST-60553,TikTok,12/26/2024,Reel,"483,615","199,498","22,698","2,739","3,031",14.27%,5.89%,,,
POST-60554,Facebook,01/08/2024,Text,"19,259","12,826",282,178,354,6.35%,4.23%,,,
POST-60555,TikTok,10/04/2025,Reel,"105,734","49,365","3,314","1,127","2,353",13.76%,6.43%,,,
POST-60556,TikTok,06/16/2024,Video,"314,434","216,610","17,538","2,841","3,817",11.17%,7.70%,,,
POST-60557,LinkedIn,02/01/2025,Text,"3,279","2,511",111,24,27,6.45%,4.94%,,,
POST-60558,Facebook,02/22/2024,Carousel,"49,064","33,184","1,143",345,511,6.02%,4.07%,,,
POST-60559,LinkedIn,05/18/2025,Text,"13,079","8,025",217,177,97,6.12%,3.75%,,,
POST-60560,Facebook,02/18/2025,Video,"68,875","37,350","1,165",516,980,7.12%,3.86%,,,
POST-60561,TikTok,02/19/2024,Video,"292,218","150,070","4,971",824,"2,913",5.80%,2.98%,,,
POST-60562,Facebook,07/22/2024,Carousel,"2,008","1,078",37,15,19,6.59%,3.54%,,,
POST-60563,TikTok,06/11/2025,Reel,"186,197","110,046","12,065","3,260","1,251",15.06%,8.90%,,,
POST-60564,LinkedIn,03/09/2024,Image,"10,544","6,025",320,69,23,6.84%,3.91%,,,
POST-60565,TikTok,02/14/2025,Video,"150,291","79,412","9,221",888,"1,254",14.31%,7.56%,,,
POST-60566,LinkedIn,03/30/2025,Video,"10,578","6,220",371,107,73,8.86%,5.21%,,,
POST-60567,TikTok,02/03/2025,Reel,"125,093","59,574","1,936",574,"2,658",8.67%,4.13%,,,
POST-60568,Facebook,08/29/2024,Carousel,"34,704","23,012",396,198,278,3.79%,2.51%,,,
POST-60569,Twitter,07/12/2025,Text,"9,830","8,700",72,37,32,1.62%,1.43%,,,
POST-60570,Instagram,05/02/2024,Image,"16,856","8,393",481,124,61,7.94%,3.95%,,,
POST-60571,Instagram,02/16/2025,Reel,"10,726","8,238",610,72,12,8.42%,6.47%,,,
POST-60572,Facebook,09/17/2024,Image,430,140,4,0,2,4.29%,1.40%,,,
POST-60573,Instagram,09/07/2024,Video,"39,894","18,610","1,028",93,49,6.29%,2.93%,,,
POST-60574,Twitter,08/01/2025,Image,"8,400","4,395",82,30,10,2.78%,1.45%,,,
POST-60575,Facebook,02/25/2025,Video,"8,815","4,648",155,83,59,6.39%,3.37%,,,
POST-60576,TikTok,03/09/2024,Reel,"31,337","18,849","1,063",213,558,9.73%,5.85%,,,
POST-60577,Instagram,02/01/2024,Carousel,"40,741","30,669","2,358",373,142,9.37%,7.05%,,,
POST-60578,Instagram,06/28/2025,Video,"90,765","39,448","3,115",465,278,9.78%,4.25%,,,
POST-60579,Facebook,10/01/2024,Video,"59,087","26,659","1,037",255,412,6.39%,2.88%,,,
POST-60580,LinkedIn,12/03/2025,Image,"10,178","6,696",230,115,33,5.65%,3.71%,,,
POST-60581,TikTok,06/22/2025,Reel,"93,677","47,760","2,519",767,"1,608",10.25%,5.22%,,,
POST-60582,Instagram,07/31/2024,Carousel,"72,995","57,555","3,273",169,105,6.16%,4.86%,,,
POST-60583,Facebook,10/14/2025,Text,"4,486","1,431",29,9,29,4.68%,1.49%,,,
POST-60584,TikTok,09/01/2025,Video,"237,487","99,914","8,276","1,453","1,566",11.30%,4.76%,,,
POST-60585,Facebook,02/03/2025,Text,"10,170","4,591",190,42,85,6.90%,3.12%,,,
POST-60586,Facebook,07/22/2024,Carousel,"27,574","8,874",182,129,83,4.44%,1.43%,,,
POST-60587,TikTok,08/07/2024,Video,"352,524","141,986","11,532",983,"2,854",10.82%,4.36%,,,
POST-60588,Facebook,04/14/2025,Carousel,"43,587","19,157",349,287,144,4.07%,1.79%,,,
POST-60589,TikTok,03/19/2025,Reel,"212,134","64,001","7,316",629,"1,698",15.07%,4.55%,,,
POST-60590,Instagram,12/16/2025,Carousel,"40,971","24,583","1,757",204,198,8.78%,5.27%,,,
POST-60591,TikTok,07/26/2024,Reel,"335,537","139,187","5,211","2,098","4,949",8.81%,3.65%,,,
POST-60592,TikTok,01/14/2025,Reel,"131,357","89,146","2,771","2,281","1,327",7.16%,4.86%,,,
POST-60593,Facebook,12/25/2025,Image,"5,270","3,016",56,48,36,4.64%,2.66%,,,
POST-60594,Twitter,05/25/2024,Image,"4,484","2,836",65,11,11,3.07%,1.94%,,,
POST-60595,Instagram,12/05/2025,Image,"20,916","12,784",388,93,102,4.56%,2.79%,,,
POST-60596,LinkedIn,03/26/2025,Carousel,"5,694","2,972",80,16,29,4.21%,2.20%,,,
POST-60597,Twitter,08/20/2024,Image,"19,943","13,635",284,18,188,3.59%,2.46%,,,
POST-60598,Instagram,09/03/2024,Video,"32,370","19,733",511,174,134,4.15%,2.53%,,,
POST-60599,LinkedIn,09/29/2025,Text,"3,743","2,527",46,54,20,4.75%,3.21%,,,
POST-60600,Facebook,05/05/2025,Carousel,985,595,12,11,16,6.55%,3.96%,,,
POST-60601,Instagram,11/04/2025,Carousel,"59,877","28,609","1,482",114,34,5.70%,2.72%,,,
POST-60602,Twitter,09/16/2024,Text,"13,715","9,874",126,78,183,3.92%,2.82%,,,
POST-60603,Facebook,04/04/2025,Video,"64,617","29,828","1,223",462,805,8.35%,3.85%,,,
POST-60604,Twitter,07/27/2025,Video,"51,684","33,219",461,233,575,3.82%,2.46%,,,
POST-60605,LinkedIn,05/30/2025,Text,"12,490","5,469",277,108,34,7.66%,3.35%,,,
POST-60606,LinkedIn,06/04/2025,Carousel,"23,813","9,670",159,65,74,3.08%,1.25%,,,
POST-60607,TikTok,04/28/2024,Reel,"257,734","167,895","5,785","1,085","6,677",8.07%,5.26%,,,
POST-60608,TikTok,09/26/2024,Video,"23,805","12,937",946,138,332,10.95%,5.95%,,,
POST-60609,TikTok,05/21/2025,Reel,"225,861","80,749","8,334","2,281","2,464",16.20%,5.79%,,,
POST-60610,Instagram,08/17/2025,Reel,"32,439","24,893","1,522",250,126,7.62%,5.85%,,,
POST-60611,Instagram,06/30/2024,Carousel,"57,901","37,650","1,623",445,126,5.83%,3.79%,,,
POST-60612,LinkedIn,05/17/2025,Carousel,"19,096","11,955",182,270,159,5.11%,3.20%,,,
POST-60613,Instagram,05/11/2024,Image,"4,308","2,949",143,12,16,5.80%,3.97%,,,
POST-60614,TikTok,04/24/2025,Reel,"374,495","174,291","13,416","3,573","8,458",14.60%,6.80%,,,
POST-60615,TikTok,07/14/2025,Reel,"305,982","126,621","6,294","1,307","2,027",7.60%,3.15%,,,
POST-60616,Instagram,12/14/2025,Video,"78,081","46,642","1,676",643,228,5.46%,3.26%,,,
POST-60617,Facebook,06/04/2024,Text,"5,666","2,551",121,24,59,8.00%,3.60%,,,
POST-60618,TikTok,02/17/2025,Video,"282,470","186,650","9,599","3,836","7,693",11.32%,7.48%,,,
POST-60619,Facebook,12/08/2024,Image,"8,276","4,573",96,75,90,5.71%,3.15%,,,
POST-60620,Twitter,02/08/2025,Image,"14,687","11,612",127,23,63,1.83%,1.45%,,,
POST-60621,Twitter,10/09/2024,Text,"8,640","6,048",127,38,53,3.60%,2.52%,,,
POST-60622,LinkedIn,11/22/2025,Text,"11,681","8,863",407,183,71,7.46%,5.66%,,,
POST-60623,TikTok,03/31/2025,Video,"382,426","151,935","17,874","1,085","1,646",13.56%,5.39%,,,
POST-60624,Twitter,01/31/2024,Image,"4,755","4,004",36,12,30,1.95%,1.64%,,,
POST-60625,Twitter,09/21/2024,Video,"56,581","39,633",457,260,237,2.41%,1.69%,,,
POST-60626,Twitter,03/31/2024,Text,"13,892","9,761",108,71,142,3.29%,2.31%,,,
POST-60627,Instagram,09/08/2024,Carousel,"66,709","49,001","1,938",402,197,5.18%,3.80%,,,
POST-60628,Instagram,04/10/2024,Image,"24,231","17,799",556,245,128,5.22%,3.83%,,,
POST-60629,Twitter,05/19/2024,Video,"30,676","22,601",580,37,284,3.99%,2.94%,,,
POST-60630,Instagram,10/22/2025,Reel,"43,458","22,086",806,132,155,4.95%,2.52%,,,
POST-60631,Instagram,11/22/2024,Image,"24,339","11,601",686,112,107,7.80%,3.72%,,,
POST-60632,Twitter,01/15/2024,Image,"23,608","14,578",419,103,210,5.02%,3.10%,,,
POST-60633,Facebook,04/29/2025,Text,"3,498","2,312",77,18,53,6.40%,4.23%,,,
POST-60634,Twitter,10/20/2024,Text,"11,898","10,271",276,51,155,4.69%,4.05%,,,
POST-60635,LinkedIn,05/30/2025,Text,"2,644","1,864",34,17,20,3.81%,2.69%,,,
POST-60636,LinkedIn,05/03/2025,Carousel,"16,074","7,842",276,105,84,5.93%,2.89%,,,
POST-60637,Instagram,06/28/2025,Image,"5,607","3,909",251,37,11,7.65%,5.33%,,,
POST-60638,TikTok,07/28/2025,Video,"355,683","209,786","22,369","5,374","5,279",15.74%,9.28%,,,
POST-60639,LinkedIn,11/22/2024,Carousel,"24,289","13,668",552,140,120,5.94%,3.34%,,,
POST-60640,Twitter,01/15/2025,Video,"47,511","30,956",836,31,371,4.00%,2.61%,,,
POST-60641,Twitter,12/11/2025,Image,"12,122","6,898",100,19,108,3.29%,1.87%,,,
POST-60642,TikTok,06/10/2025,Reel,"24,844","13,213","1,483",150,471,15.92%,8.47%,,,
POST-60643,Instagram,10/23/2024,Reel,"72,162","32,445","1,120",100,71,3.98%,1.79%,,,
POST-60644,Twitter,10/27/2025,Text,"9,855","8,639",165,13,75,2.93%,2.57%,,,
POST-60645,Facebook,09/23/2025,Text,"1,464",623,18,4,10,5.14%,2.19%,,,
POST-60646,Instagram,08/02/2024,Image,"43,874","28,603","2,132",362,160,9.28%,6.05%,,,
POST-60647,TikTok,09/10/2025,Video,"351,288","199,282","8,103","5,764","4,943",9.44%,5.35%,,,
POST-60648,LinkedIn,06/14/2024,Text,"1,882","1,085",51,21,5,7.10%,4.09%,,,
POST-60649,Instagram,09/17/2024,Reel,"57,041","29,781","1,820",343,146,7.75%,4.05%,,,
POST-60650,Twitter,07/30/2024,Image,"8,908","6,596",96,44,92,3.52%,2.60%,,,
POST-60651,Instagram,10/19/2024,Image,"47,214","28,846",835,359,194,4.81%,2.94%,,,
POST-60652,LinkedIn,11/09/2025,Carousel,"7,636","4,927",86,42,24,3.09%,1.99%,,,
POST-60653,Twitter,07/30/2025,Video,"11,649","10,003",121,78,73,2.72%,2.33%,,,
POST-60654,Instagram,03/17/2024,Carousel,"15,732","10,566",390,51,88,5.01%,3.36%,,,
POST-60655,Facebook,06/14/2024,Carousel,"30,427","10,288",271,114,133,5.03%,1.70%,,,
POST-60656,TikTok,05/02/2024,Video,"165,315","60,150","4,425","1,246","2,176",13.05%,4.75%,,,
POST-60657,TikTok,10/14/2024,Reel,"400,431","132,665","7,190","1,913","5,655",11.12%,3.69%,,,
POST-60658,LinkedIn,01/03/2024,Image,"9,511","4,794",80,38,27,3.02%,1.52%,,,
POST-60659,Instagram,08/26/2025,Video,"24,086","9,779",507,61,67,6.49%,2.64%,,,
POST-60660,TikTok,11/04/2024,Reel,"149,002","64,807","2,028","1,357","1,588",7.67%,3.34%,,,
POST-60661,Instagram,06/25/2024,Carousel,"28,394","19,354","1,424",188,137,9.04%,6.16%,,,
POST-60662,LinkedIn,03/16/2024,Video,"34,442","18,309",819,280,122,6.67%,3.55%,,,
POST-60663,Instagram,12/18/2025,Image,"36,061","16,765","1,264",41,69,8.20%,3.81%,,,
POST-60664,TikTok,09/21/2025,Video,"376,171","118,382","11,737","1,769","1,756",12.89%,4.06%,,,
POST-60665,Instagram,11/27/2025,Reel,"29,184","14,749",680,106,54,5.70%,2.88%,,,
POST-60666,Twitter,03/13/2025,Video,"69,393","59,476",584,275,"1,046",3.20%,2.75%,,,
POST-60667,LinkedIn,06/18/2024,Video,"13,645","6,811",361,67,96,7.69%,3.84%,,,
POST-60668,Instagram,08/15/2024,Video,"81,658","62,205","4,673",461,445,8.97%,6.83%,,,
POST-60669,Twitter,01/09/2024,Text,"15,327","12,694",314,26,245,4.61%,3.82%,,,
POST-60670,TikTok,07/17/2024,Video,"186,198","108,919","4,735","2,170","3,180",9.26%,5.42%,,,
POST-60671,TikTok,11/12/2024,Reel,"321,812","105,478","8,808","1,141","4,652",13.84%,4.54%,,,
POST-60672,Twitter,10/18/2024,Text,"14,268","11,633",131,88,139,3.08%,2.51%,,,
POST-60673,Instagram,02/16/2025,Carousel,"47,971","29,910","1,900",203,206,7.72%,4.81%,,,
POST-60674,Instagram,09/18/2024,Carousel,"12,818","7,169",546,107,19,9.37%,5.24%,,,
POST-60675,LinkedIn,03/07/2024,Text,"15,500","7,254",329,93,38,6.34%,2.97%,,,
POST-60676,Instagram,06/07/2025,Carousel,"52,663","27,199",548,231,211,3.64%,1.88%,,,
POST-60677,TikTok,03/05/2025,Video,"173,804","101,955","5,613",882,"4,341",10.63%,6.23%,,,
POST-60678,Twitter,09/26/2025,Image,"3,759","2,971",69,12,33,3.84%,3.03%,,,
POST-60679,Twitter,09/27/2024,Video,"65,387","56,790",780,336,826,3.42%,2.97%,,,
POST-60680,LinkedIn,11/06/2025,Image,"17,581","7,295",319,105,47,6.46%,2.68%,,,
POST-60681,Instagram,04/07/2024,Reel,"39,451","23,090",792,295,221,5.66%,3.32%,,,
POST-60682,Instagram,08/25/2024,Image,"49,080","30,039","2,323",218,205,9.14%,5.59%,,,
POST-60683,Instagram,02/11/2024,Image,"15,266","10,760",456,21,54,4.93%,3.48%,,,
POST-60684,Twitter,07/11/2025,Text,"4,895","2,931",40,14,55,3.72%,2.23%,,,
POST-60685,Instagram,04/30/2024,Video,"71,625","34,855","2,566",381,148,8.88%,4.32%,,,
POST-60686,Instagram,08/11/2025,Reel,"18,738","10,443",526,118,55,6.69%,3.73%,,,
POST-60687,Twitter,11/22/2025,Text,"2,570","1,852",22,5,7,1.84%,1.32%,,,
POST-60688,TikTok,09/19/2024,Reel,"136,086","60,218","3,956","1,120","1,705",11.26%,4.98%,,,
POST-60689,Instagram,01/07/2024,Carousel,"34,283","18,836","1,092",66,144,6.91%,3.80%,,,
POST-60690,Instagram,05/02/2024,Video,"1,615",702,21,4,6,4.42%,1.92%,,,
POST-60691,LinkedIn,12/24/2025,Carousel,"30,298","17,070",518,236,232,5.78%,3.25%,,,
POST-60692,LinkedIn,10/16/2024,Carousel,"16,740","7,243",220,158,104,6.65%,2.88%,,,
POST-60693,Instagram,11/21/2024,Image,"25,252","13,577",473,128,17,4.55%,2.45%,,,
POST-60694,LinkedIn,03/03/2024,Carousel,"30,617","23,813","1,140",433,194,7.42%,5.77%,,,
POST-60695,Facebook,10/24/2024,Carousel,"5,867","3,418",166,57,101,9.48%,5.52%,,,
POST-60696,Facebook,09/03/2024,Image,"12,837","7,866",120,146,167,5.50%,3.37%,,,
POST-60697,Twitter,08/19/2024,Video,"19,532","16,443",132,51,177,2.19%,1.84%,,,
POST-60698,LinkedIn,02/15/2024,Video,"36,021","24,509",567,389,136,4.46%,3.03%,,,
POST-60699,TikTok,06/25/2025,Video,"516,709","268,928","8,894","4,022","2,718",5.81%,3.03%,,,
POST-60700,LinkedIn,09/21/2025,Image,"1,750","1,317",41,29,14,6.38%,4.80%,,,
POST-60701,TikTok,06/11/2024,Video,"106,828","43,898","3,859","1,088","2,101",16.06%,6.60%,,,
POST-60702,TikTok,03/02/2025,Reel,"49,124","26,835","3,131",481,"1,317",18.37%,10.03%,,,
POST-60703,LinkedIn,12/01/2025,Video,"6,463","4,557",146,24,15,4.06%,2.86%,,,
POST-60704,Twitter,09/29/2025,Text,"11,643","9,539",141,22,91,2.66%,2.18%,,,
POST-60705,LinkedIn,04/23/2024,Text,"9,622","4,784",206,57,16,5.83%,2.90%,,,
POST-60706,Twitter,04/16/2024,Image,768,675,16,3,12,4.59%,4.04%,,,
POST-60707,Facebook,04/05/2025,Carousel,"5,498","3,829",145,22,48,5.62%,3.91%,,,
POST-60708,Instagram,04/28/2025,Video,"97,696","44,346","2,344",517,88,6.65%,3.02%,,,
POST-60709,Twitter,10/06/2024,Image,"20,572","17,868",147,129,295,3.20%,2.78%,,,
POST-60710,Facebook,10/06/2024,Text,"28,247","11,746",274,156,145,4.90%,2.04%,,,
POST-60711,Instagram,01/15/2025,Carousel,"74,167","45,400","3,147",194,135,7.66%,4.69%,,,
POST-60712,Twitter,02/09/2025,Video,"36,474","26,752",699,125,100,3.45%,2.53%,,,
POST-60713,Instagram,08/12/2024,Carousel,"52,019","21,663",906,211,213,6.14%,2.56%,,,
POST-60714,Twitter,12/10/2025,Image,"13,851","10,753",90,13,43,1.36%,1.05%,,,
POST-60715,LinkedIn,01/24/2024,Video,"4,210","2,327",62,55,17,5.76%,3.18%,,,
POST-60716,Twitter,12/12/2024,Text,"8,714","7,818",194,8,76,3.56%,3.19%,,,
POST-60717,LinkedIn,09/19/2024,Video,"18,489","11,208",519,262,156,8.36%,5.07%,,,
POST-60718,LinkedIn,08/17/2025,Text,"8,150","3,795",184,86,18,7.59%,3.53%,,,
POST-60719,Twitter,07/01/2025,Video,"38,223","21,921",154,148,388,3.15%,1.81%,,,
POST-60720,Facebook,10/27/2025,Carousel,"32,977","11,560",298,98,169,4.89%,1.71%,,,
POST-60721,Twitter,08/22/2024,Video,"57,675","35,760","1,050",194,445,4.72%,2.93%,,,
POST-60722,Instagram,01/11/2025,Reel,"87,852","38,483","1,783",380,69,5.80%,2.54%,,,
POST-60723,LinkedIn,04/03/2024,Carousel,"10,551","5,565",130,65,23,3.92%,2.07%,,,
POST-60724,Instagram,10/15/2025,Image,"29,314","15,386",381,69,105,3.61%,1.89%,,,
POST-60725,Instagram,06/17/2024,Video,"74,816","55,347","4,283",218,519,9.07%,6.71%,,,
POST-60726,Instagram,10/28/2025,Image,"18,345","13,111",923,79,17,7.77%,5.55%,,,
POST-60727,TikTok,12/02/2024,Reel,"84,679","56,993","3,452",763,"2,444",11.68%,7.86%,,,
POST-60728,Instagram,08/07/2025,Video,"29,143","15,606","1,093",150,58,8.34%,4.46%,,,
POST-60729,Facebook,02/23/2024,Video,"45,375","28,348",982,138,474,5.62%,3.51%,,,
POST-60730,Twitter,01/02/2024,Image,"13,665","9,857",103,61,141,3.09%,2.23%,,,
POST-60731,TikTok,02/10/2024,Video,"354,002","187,195","14,646","2,605","2,589",10.60%,5.60%,,,
POST-60732,TikTok,08/14/2024,Reel,"500,863","228,827","7,070","3,230","10,832",9.23%,4.22%,,,
POST-60733,Twitter,07/16/2025,Image,"23,524","15,820",267,125,203,3.76%,2.53%,,,
POST-60734,TikTok,06/22/2024,Reel,"379,546","244,938","17,987","4,666","9,574",13.16%,8.49%,,,
POST-60735,TikTok,08/28/2024,Video,"175,978","102,798","7,603",735,"2,192",10.24%,5.98%,,,
POST-60736,LinkedIn,02/21/2024,Carousel,"17,851","10,653",613,83,51,7.01%,4.18%,,,
POST-60737,Facebook,11/26/2024,Text,"3,182","1,939",95,13,55,8.41%,5.12%,,,
POST-60738,Instagram,07/04/2024,Carousel,"44,248","21,842","1,232",170,37,6.59%,3.25%,,,
POST-60739,Facebook,12/26/2024,Carousel,"45,960","27,219",568,157,161,3.26%,1.93%,,,
POST-60740,Instagram,02/22/2024,Video,"63,176","32,514","1,668",177,185,6.24%,3.21%,,,
POST-60741,Instagram,01/14/2025,Reel,"8,474","4,884",252,27,16,6.04%,3.48%,,,
POST-60742,Twitter,12/01/2024,Text,"24,643","12,830",151,43,101,2.30%,1.20%,,,
POST-60743,Twitter,04/16/2024,Image,"18,893","11,508",103,30,23,1.36%,0.83%,,,
POST-60744,Twitter,02/22/2024,Image,"16,687","8,832",149,10,166,3.68%,1.95%,,,
POST-60745,LinkedIn,01/20/2025,Image,"6,126","2,556",101,62,12,6.85%,2.86%,,,
POST-60746,TikTok,06/10/2024,Reel,"153,582","61,067","2,112","1,732","1,108",8.11%,3.22%,,,
POST-60747,Twitter,05/26/2024,Video,"33,166","20,671",132,105,403,3.10%,1.93%,,,
POST-60748,Facebook,09/12/2025,Carousel,958,636,29,6,17,8.18%,5.43%,,,
POST-60749,Instagram,12/04/2024,Video,"113,024","63,107","3,534",773,454,7.54%,4.21%,,,
POST-60750,Facebook,09/26/2024,Text,"21,214","10,351",479,54,195,7.03%,3.43%,,,
POST-60751,Facebook,02/02/2025,Text,"18,110","6,550",231,98,81,6.26%,2.26%,,,
POST-60752,TikTok,03/20/2024,Reel,"427,491","269,084","23,475","6,850","5,392",13.27%,8.36%,,,
POST-60753,Instagram,11/18/2024,Reel,"117,459","81,926","2,922",469,298,4.50%,3.14%,,,
POST-60754,Facebook,07/30/2025,Carousel,"35,097","15,528",717,169,430,8.48%,3.75%,,,
POST-60755,LinkedIn,09/11/2025,Carousel,"9,224","6,185",181,39,27,3.99%,2.68%,,,
POST-60756,Facebook,12/03/2025,Image,"14,807","4,641",189,83,65,7.26%,2.28%,,,
POST-60757,Instagram,09/25/2025,Carousel,"56,534","26,667","1,823",220,84,7.98%,3.76%,,,
POST-60758,Instagram,08/16/2024,Image,"34,138","22,857","1,562",277,160,8.75%,5.86%,,,
POST-60759,Facebook,07/30/2025,Image,"13,034","6,610",129,69,57,3.86%,1.96%,,,
POST-60760,LinkedIn,06/16/2024,Carousel,"16,931","10,669",552,208,63,7.71%,4.86%,,,
POST-60761,TikTok,02/05/2025,Video,"470,236","181,713","14,405","1,979","3,187",10.77%,4.16%,,,
POST-60762,TikTok,04/28/2024,Reel,"137,714","93,775","9,583","1,045","1,334",12.76%,8.69%,,,
POST-60763,Facebook,10/09/2025,Image,"6,286","4,154",141,22,72,5.66%,3.74%,,,
POST-60764,Twitter,02/11/2025,Image,"17,035","13,302",143,64,31,1.79%,1.40%,,,
POST-60765,TikTok,02/14/2024,Video,"22,629","13,973","1,169",217,656,14.61%,9.02%,,,
POST-60766,Facebook,06/17/2025,Image,"10,886","5,263",168,100,72,6.46%,3.12%,,,
POST-60767,Instagram,09/18/2025,Reel,"16,928","9,735",518,120,90,7.48%,4.30%,,,
POST-60768,Facebook,11/19/2025,Text,"7,099","3,168",118,32,91,7.61%,3.39%,,,
POST-60769,Twitter,06/23/2024,Video,"36,817","28,588",585,184,234,3.51%,2.72%,,,
POST-60770,TikTok,09/27/2025,Video,"250,782","167,014","11,930","3,434","6,584",13.14%,8.75%,,,
POST-60771,Twitter,12/16/2024,Image,"2,682","1,770",44,8,11,3.56%,2.35%,,,
POST-60772,Facebook,10/29/2025,Image,"20,009","8,468",296,123,63,5.69%,2.41%,,,
POST-60773,Facebook,05/03/2024,Text,"2,335","1,610",78,26,42,9.07%,6.25%,,,
POST-60774,TikTok,01/25/2024,Video,"34,001","18,552",671,427,524,8.74%,4.77%,,,
POST-60775,Twitter,09/02/2025,Image,"7,779","5,128",116,35,34,3.61%,2.38%,,,
POST-60776,Instagram,12/08/2024,Reel,"63,122","36,317","1,019",314,154,4.09%,2.36%,,,
POST-60777,LinkedIn,08/31/2024,Carousel,"25,468","16,797",877,196,215,7.67%,5.06%,,,
POST-60778,TikTok,01/28/2025,Reel,"272,197","148,281","5,045","3,127","3,810",8.08%,4.40%,,,
POST-60779,LinkedIn,09/24/2025,Image,"13,512","9,567",308,60,73,4.61%,3.26%,,,
POST-60780,TikTok,06/19/2025,Video,"333,804","200,609","20,034","4,299","9,831",17.03%,10.23%,,,
POST-60781,LinkedIn,02/17/2025,Carousel,"23,579","9,773",449,138,134,7.38%,3.06%,,,
POST-60782,Facebook,06/02/2024,Image,"13,503","5,399",264,61,84,7.58%,3.03%,,,
POST-60783,Facebook,07/15/2024,Carousel,"16,980","10,531",287,68,249,5.74%,3.56%,,,
POST-60784,Facebook,08/09/2024,Carousel,"30,937","15,088",213,73,306,3.92%,1.91%,,,
POST-60785,Facebook,10/28/2025,Image,"26,470","14,840",188,83,357,4.23%,2.37%,,,
POST-60786,TikTok,12/16/2025,Reel,"108,168","45,234","3,836","1,170","1,513",14.41%,6.03%,,,
POST-60787,Facebook,01/21/2024,Carousel,"19,486","9,257",230,72,114,4.49%,2.13%,,,
POST-60788,TikTok,03/17/2024,Video,"327,325","185,924","16,944","1,712","8,146",14.42%,8.19%,,,
POST-60789,TikTok,12/24/2024,Video,"209,403","116,276","10,312","2,772","3,701",14.44%,8.02%,,,
POST-60790,Instagram,06/04/2025,Carousel,"43,665","33,548","1,507",85,318,5.69%,4.37%,,,
POST-60791,Facebook,03/02/2024,Carousel,"44,840","30,742",948,433,515,6.17%,4.23%,,,
POST-60792,Twitter,11/16/2024,Video,"28,891","24,605",695,101,324,4.55%,3.88%,,,
POST-60793,LinkedIn,02/28/2024,Text,"19,665","13,473",511,317,157,7.31%,5.01%,,,
POST-60794,TikTok,10/10/2025,Reel,"309,901","126,021","6,844",677,"4,597",9.62%,3.91%,,,
POST-60795,Instagram,07/31/2025,Reel,"78,507","44,593","3,309",647,259,9.45%,5.37%,,,
POST-60796,Twitter,01/05/2025,Text,"12,523","10,237",168,77,131,3.67%,3.00%,,,
POST-60797,Instagram,05/06/2025,Reel,"16,546","10,784",795,89,64,8.79%,5.73%,,,
POST-60798,Twitter,05/01/2025,Text,"22,672","13,697",253,45,150,3.27%,1.98%,,,
POST-60799,Instagram,10/15/2024,Carousel,"72,621","56,147","4,186",283,178,8.28%,6.40%,,,
POST-60800,Twitter,08/07/2024,Image,"16,084","13,865",227,107,245,4.18%,3.60%,,,
POST-60801,Instagram,03/22/2024,Reel,"8,929","7,013",541,94,47,9.72%,7.64%,,,
POST-60802,Facebook,05/03/2025,Text,"15,199","8,810",264,29,151,5.04%,2.92%,,,
POST-60803,TikTok,12/17/2024,Reel,"31,608","10,540",499,63,116,6.43%,2.15%,,,
POST-60804,Twitter,12/31/2024,Image,"18,381","12,860",251,16,137,3.14%,2.20%,,,
POST-60805,Instagram,12/24/2024,Reel,"8,019","4,735",360,13,22,8.34%,4.93%,,,
POST-60806,Facebook,04/30/2025,Video,"85,320","51,527","2,350",759,509,7.02%,4.24%,,,
POST-60807,Instagram,07/03/2024,Carousel,"38,897","30,186",786,91,102,3.24%,2.52%,,,
POST-60808,Facebook,04/19/2025,Carousel,"34,622","15,612",653,91,213,6.13%,2.76%,,,
